Day	Month	Year	MinTemp	MaxTemp	Precipitation	ReferenceET
28	4	2022	16.9	22.2	1.9	5.9
29	4	2022	8.7	19.5	1.0	3.4
30	4	2022	6.9	29.7	5.2	4.0
1	5	2022	15.4	24.0	7.3	4.4
2	5	2022	13.7	18.9	9.2	4.7
3	5	2022	19.6	39.9	4.3	3.1
4	5	2022	17.9	23.6	3.3	4.8
5	5	2022	6.0	15.7	8.0	5.2
6	5	2022	5.8	33.6	2.8	3.5
7	5	2022	19.2	30.7	7.5	5.9
8	5	2022	17.1	32.3	1.1	4.9
9	5	2022	14.2	32.3	8.0	3.5
10	5	2022	18.0	32.2	4.2	5.8
11	5	2022	19.0	33.5	0.7	5.0
12	5	2022	6.4	32.1	6.1	4.6
13	5	2022	8.3	30.9	4.3	4.4
14	5	2022	18.3	24.5	9.8	5.3
15	5	2022	10.9	23.3	3.0	3.9
16	5	2022	18.7	34.1	8.0	3.9
17	5	2022	17.8	34.9	8.0	4.2
18	5	2022	5.6	33.3	5.8	4.1
19	5	2022	5.3	35.9	0.7	6.0
20	5	2022	13.9	25.8	8.0	5.2
21	5	2022	12.7	20.6	8.8	4.1
22	5	2022	16.2	36.0	1.6	4.7
23	5	2022	14.0	32.7	7.2	4.0
24	5	2022	16.1	30.5	4.7	5.6
25	5	2022	15.5	28.9	0.2	3.1
26	5	2022	9.9	26.0	0.4	4.5
27	5	2022	8.2	20.8	0.2	4.2
28	5	2022	14.0	22.9	6.7	4.0
29	5	2022	16.7	31.2	3.1	4.8
30	5	2022	19.3	26.0	10.0	4.6
31	5	2022	8.8	25.9	4.9	5.6
1	6	2022	5.3	30.6	1.7	3.2
2	6	2022	10.8	21.4	7.0	3.8
3	6	2022	14.9	30.7	8.4	3.9
4	6	2022	15.3	27.4	6.2	3.5
5	6	2022	8.2	23.2	6.6	4.6
6	6	2022	9.6	20.8	2.3	4.5
7	6	2022	12.4	28.5	2.0	3.1
8	6	2022	14.0	22.7	6.3	3.4
9	6	2022	7.2	25.6	1.6	5.9
10	6	2022	19.8	37.6	5.4	4.7
11	6	2022	14.7	27.8	0.7	3.4
12	6	2022	8.1	33.9	0.9	4.0
13	6	2022	7.6	27.1	7.8	5.0
14	6	2022	5.5	24.3	3.4	5.4
15	6	2022	13.1	32.3	3.3	5.6
16	6	2022	19.8	30.9	6.8	3.8
17	6	2022	17.0	37.7	6.1	4.3
18	6	2022	17.4	37.4	9.6	5.5
19	6	2022	13.2	32.5	5.3	4.0
20	6	2022	6.9	29.1	9.7	5.8
21	6	2022	16.5	30.1	0.5	5.3
22	6	2022	17.6	39.1	6.3	5.6
23	6	2022	9.9	25.9	0.4	4.0
24	6	2022	6.1	14.1	9.8	4.9
25	6	2022	7.4	17.9	8.6	4.0
26	6	2022	10.4	25.4	5.8	3.7
27	6	2022	11.7	30.7	9.4	5.0
28	6	2022	7.3	20.2	7.7	3.5
29	6	2022	9.8	36.1	7.4	5.6
30	6	2022	13.5	34.1	3.0	5.2
1	7	2022	15.2	38.0	6.0	5.9
2	7	2022	7.2	23.6	7.3	3.6
3	7	2022	12.5	28.6	7.4	4.7
4	7	2022	19.9	37.9	3.9	4.5
5	7	2022	10.9	34.9	5.1	5.4
6	7	2022	9.9	32.1	5.8	4.8
7	7	2022	14.0	33.9	2.2	3.7
8	7	2022	15.4	36.8	3.4	4.2
9	7	2022	6.4	35.0	6.8	5.9
10	7	2022	8.5	20.6	1.8	5.4
11	7	2022	20.0	33.6	2.3	3.9
12	7	2022	17.4	31.6	3.2	4.1
13	7	2022	14.9	31.2	7.5	4.4
14	7	2022	18.9	31.2	9.6	4.9
15	7	2022	18.7	35.1	6.8	4.1
16	7	2022	19.4	31.4	5.6	3.4
17	7	2022	14.3	28.7	2.0	4.2
18	7	2022	6.9	37.4	5.4	5.5
19	7	2022	12.1	21.0	1.6	5.4
20	7	2022	9.5	26.0	4.4	4.7
21	7	2022	12.3	38.2	4.8	3.9
22	7	2022	14.9	24.3	0.4	6.0
23	7	2022	7.9	27.1	10.0	5.6
24	7	2022	14.5	34.2	8.8	4.0
25	7	2022	8.2	20.0	1.3	4.9
26	7	2022	13.1	31.7	6.0	5.7
27	7	2022	13.6	31.6	8.2	4.0
28	7	2022	17.5	29.0	1.9	5.3
29	7	2022	19.2	32.5	3.8	4.3
30	7	2022	19.7	31.1	1.0	5.6
31	7	2022	6.7	35.4	3.1	3.9
1	8	2022	11.0	23.2	1.5	5.7
2	8	2022	17.7	26.4	8.2	6.0
3	8	2022	10.1	35.3	3.9	4.3
4	8	2022	5.2	34.6	4.8	4.1
5	8	2022	19.9	39.9	5.9	4.4
6	8	2022	19.9	37.0	3.9	3.1
7	8	2022	12.6	22.1	1.9	4.8
8	8	2022	17.9	27.1	0.4	3.1
9	8	2022	18.3	32.1	3.0	6.0
10	8	2022	19.5	36.7	5.9	5.7
11	8	2022	7.1	28.5	8.9	3.1
12	8	2022	11.2	26.8	2.8	5.9
13	8	2022	16.8	33.7	1.6	4.5
14	8	2022	19.0	25.3	2.9	4.3
15	8	2022	12.4	21.1	1.3	5.1
16	8	2022	19.7	36.6	9.3	3.2
17	8	2022	5.2	39.9	1.6	5.3
18	8	2022	18.0	28.9	7.9	3.3
19	8	2022	19.1	31.1	3.2	5.7
20	8	2022	14.6	26.9	4.8	3.1
21	8	2022	8.9	24.0	3.4	5.1
22	8	2022	14.3	37.3	0.7	4.0
23	8	2022	14.8	24.8	0.8	5.4
24	8	2022	14.9	32.9	3.9	3.2
25	8	2022	13.4	30.6	0.9	4.0
26	8	2022	8.8	22.7	10.0	5.7
27	8	2022	12.8	21.4	2.0	5.3
28	8	2022	18.3	39.1	2.5	5.5
29	8	2022	12.7	23.0	8.8	4.5
30	8	2022	10.5	36.0	1.3	4.4
31	8	2022	19.1	36.7	8.9	4.3
1	9	2022	6.0	11.2	2.6	4.4
2	9	2022	19.4	32.9	6.7	5.9
3	9	2022	15.7	28.7	1.8	5.4
4	9	2022	7.3	24.3	4.0	3.3
5	9	2022	12.0	30.9	8.6	4.8
6	9	2022	13.3	32.2	7.3	5.5
7	9	2022	16.0	36.1	9.1	3.8
8	9	2022	18.6	32.6	0.6	4.1
9	9	2022	12.9	18.3	2.8	3.2
10	9	2022	12.3	21.5	9.3	3.1
11	9	2022	7.5	31.4	8.7	5.6
12	9	2022	10.8	34.9	5.9	3.2
13	9	2022	7.6	19.8	6.2	4.6
14	9	2022	7.2	19.0	1.9	3.2
15	9	2022	16.8	25.1	5.1	3.8
16	9	2022	11.6	24.0	1.2	5.2
17	9	2022	18.5	24.1	8.7	5.8
18	9	2022	17.0	36.8	6.7	3.1
19	9	2022	15.3	31.7	2.8	3.1
20	9	2022	19.4	39.4	7.9	4.1
21	9	2022	16.6	27.0	6.3	3.3
22	9	2022	9.2	23.8	2.1	4.4
23	9	2022	12.4	22.9	4.7	3.2
24	9	2022	14.1	26.0	1.8	3.1
25	9	2022	17.1	28.5	5.5	5.6
26	9	2022	8.1	16.4	7.4	5.1
27	9	2022	10.1	31.2	2.3	5.7
28	9	2022	7.6	21.1	4.7	3.6
29	9	2022	5.1	14.4	9.5	3.8
30	9	2022	10.2	20.9	8.4	3.8
1	10	2022	14.5	22.2	2.4	4.0
2	10	2022	20.0	28.2	6.6	5.9
3	10	2022	7.4	15.7	6.0	3.9
4	10	2022	13.4	38.2	5.2	3.4
5	10	2022	19.6	29.1	7.9	4.1
6	10	2022	18.6	24.5	1.4	5.0
7	10	2022	9.2	16.7	9.8	3.5
8	10	2022	9.5	16.0	3.4	5.3
9	10	2022	11.3	18.6	5.9	4.6
10	10	2022	9.2	39.7	1.4	3.1
11	10	2022	8.4	39.9	4.9	3.2
12	10	2022	10.5	29.2	3.6	3.4
13	10	2022	15.2	37.4	4.1	3.1
14	10	2022	18.3	39.5	6.2	3.7
15	10	2022	19.2	33.8	0.0	4.2
16	10	2022	19.3	31.5	1.8	3.0
17	10	2022	18.7	30.8	8.5	3.2
18	10	2022	18.0	36.2	4.0	5.5
19	10	2022	19.9	35.9	8.3	3.3
20	10	2022	18.4	38.4	0.3	3.0
21	10	2022	15.4	36.4	8.8	3.5
22	10	2022	11.8	18.2	6.9	4.2
23	10	2022	6.6	26.8	6.7	5.4
24	10	2022	17.0	23.8	9.0	4.3
25	10	2022	6.2	34.3	0.1	4.0
26	10	2022	7.2	22.2	5.8	4.6
27	10	2022	7.6	33.2	6.7	3.5
28	10	2022	17.1	32.4	5.6	4.8
29	10	2022	5.8	32.7	9.6	3.5
30	10	2022	11.3	36.2	3.7	4.7
31	10	2022	16.9	24.2	0.3	4.4
1	11	2022	5.7	11.7	2.9	5.9
2	11	2022	15.7	33.0	1.7	5.0
3	11	2022	8.9	31.5	0.3	5.7
4	11	2022	9.2	29.8	3.1	3.4
5	11	2022	8.0	21.2	7.8	5.5
6	11	2022	17.9	28.9	5.0	5.4
7	11	2022	8.6	38.8	5.2	4.0
8	11	2022	7.4	18.5	6.6	3.7
9	11	2022	19.5	29.1	8.1	4.1
10	11	2022	5.8	24.4	8.9	5.6
11	11	2022	7.6	16.6	5.2	3.1
12	11	2022	14.6	26.6	0.1	5.5
13	11	2022	12.2	34.7	6.2	4.2
14	11	2022	6.0	32.5	6.3	3.3
15	11	2022	11.7	31.1	6.5	5.5
16	11	2022	14.2	35.1	5.5	4.8
17	11	2022	16.9	35.9	9.1	4.9
18	11	2022	11.2	38.3	6.8	3.1
19	11	2022	19.6	37.9	8.0	5.8
20	11	2022	8.6	32.0	2.6	4.4
21	11	2022	13.4	33.8	6.2	5.3
22	11	2022	18.9	29.4	6.3	5.1
23	11	2022	19.5	25.8	1.3	3.5
24	11	2022	14.2	37.1	1.7	4.6
25	11	2022	17.1	37.3	2.7	5.8
26	11	2022	7.1	19.8	4.2	5.2
27	11	2022	9.0	31.3	5.1	4.6
28	11	2022	15.6	35.3	9.9	5.8
29	11	2022	9.2	31.9	9.0	3.2
30	11	2022	6.1	36.2	8.7	3.7
1	12	2022	9.6	33.1	2.5	5.1
2	12	2022	19.0	33.5	5.8	3.1
3	12	2022	13.9	39.6	6.7	5.1
4	12	2022	16.0	24.4	3.8	4.7
5	12	2022	10.7	18.9	1.8	3.7
6	12	2022	9.3	36.8	3.0	5.3
7	12	2022	18.5	26.0	2.6	3.3
8	12	2022	8.6	17.3	6.8	4.1
9	12	2022	14.6	28.9	6.8	3.8
10	12	2022	11.9	18.3	4.4	4.8
11	12	2022	12.1	22.8	0.8	3.5
12	12	2022	7.6	32.0	0.1	5.6
13	12	2022	9.6	29.1	5.3	3.6
14	12	2022	13.1	31.6	0.4	5.2
15	12	2022	12.4	21.9	8.6	5.0
16	12	2022	20.0	32.5	0.0	4.0
17	12	2022	10.0	32.3	2.2	5.5
18	12	2022	14.5	28.6	0.2	5.5
19	12	2022	19.8	35.4	5.2	3.8
20	12	2022	15.3	36.7	8.9	4.5
21	12	2022	15.6	27.0	0.2	4.1
22	12	2022	19.9	39.4	4.9	4.6
23	12	2022	12.2	27.1	3.0	5.4
24	12	2022	16.4	33.5	9.6	3.0
25	12	2022	9.2	17.6	9.8	5.8
26	12	2022	11.0	16.8	6.6	5.4
27	12	2022	13.7	34.8	5.3	3.8
28	12	2022	7.0	29.9	2.7	5.0
29	12	2022	7.6	33.8	0.3	4.7
30	12	2022	12.5	19.9	0.9	3.9
31	12	2022	8.9	18.2	2.7	5.2
1	1	2023	15.8	32.5	2.8	3.6
2	1	2023	7.7	17.1	4.3	4.6
3	1	2023	19.9	35.0	9.4	4.9
4	1	2023	5.6	14.5	1.6	4.0
5	1	2023	18.4	38.3	9.5	4.6
6	1	2023	11.4	24.6	9.9	3.3
7	1	2023	17.0	35.6	3.9	3.8
8	1	2023	8.9	29.0	0.0	3.2
9	1	2023	18.9	29.3	7.4	4.3
10	1	2023	6.5	29.0	2.8	4.3
11	1	2023	5.9	28.1	0.2	5.1
12	1	2023	18.2	38.9	6.7	4.3
13	1	2023	15.3	25.3	5.2	5.5
14	1	2023	12.8	34.2	6.5	5.3
15	1	2023	7.6	33.7	8.2	3.2
16	1	2023	16.4	32.8	3.2	4.3
17	1	2023	9.9	36.2	7.7	3.6
18	1	2023	12.2	29.3	8.2	5.6
19	1	2023	6.6	39.2	8.8	3.9
20	1	2023	19.1	34.9	1.0	3.5
21	1	2023	18.2	38.2	3.4	5.6
22	1	2023	17.6	26.5	4.4	6.0
23	1	2023	14.4	29.5	7.7	4.1
24	1	2023	10.8	29.0	4.3	3.8
25	1	2023	13.4	38.1	1.9	4.3
26	1	2023	5.1	34.5	9.9	3.7
27	1	2023	14.7	29.0	9.7	4.5
28	1	2023	10.5	36.9	6.1	3.1
29	1	2023	10.4	16.7	8.3	5.8
30	1	2023	8.3	25.4	9.4	4.8
31	1	2023	12.2	28.1	2.9	4.1
1	2	2023	17.1	34.9	7.7	4.2
2	2	2023	15.8	22.8	3.1	4.7
3	2	2023	17.1	25.0	3.4	4.9
4	2	2023	11.9	20.3	3.8	4.9
5	2	2023	19.4	37.3	6.8	4.2
6	2	2023	9.9	28.7	4.2	3.9
7	2	2023	8.9	33.6	8.6	4.3
8	2	2023	18.1	23.8	0.0	5.1
9	2	2023	17.0	36.6	8.7	3.3
10	2	2023	18.5	38.6	0.2	5.3
11	2	2023	17.5	27.0	7.1	4.0
12	2	2023	8.0	36.9	0.9	3.3
13	2	2023	19.6	31.2	5.8	4.9
14	2	2023	10.1	27.3	0.3	5.8
15	2	2023	8.1	23.6	4.1	5.0
16	2	2023	7.1	12.3	2.9	3.4
17	2	2023	9.0	33.2	7.5	3.6
18	2	2023	17.6	38.1	2.9	3.2
19	2	2023	8.9	17.8	3.5	5.5
20	2	2023	6.3	19.3	0.7	3.1
21	2	2023	13.8	33.6	5.2	3.3
22	2	2023	7.5	38.1	5.1	4.5
23	2	2023	17.9	23.8	6.6	5.3
24	2	2023	19.1	29.6	7.9	4.5
25	2	2023	14.7	29.3	5.8	4.8
26	2	2023	18.3	35.0	7.0	3.5
27	2	2023	9.2	33.4	9.1	5.0
28	2	2023	15.9	25.4	0.1	3.4
1	3	2023	14.5	31.1	0.4	4.1
2	3	2023	18.4	26.0	4.4	3.7
3	3	2023	19.9	25.5	6.0	3.7
4	3	2023	19.5	32.3	2.9	4.4
5	3	2023	8.2	21.6	3.5	4.4
6	3	2023	11.3	35.7	0.6	3.6
7	3	2023	16.5	37.1	1.3	3.1
8	3	2023	14.5	19.7	0.2	4.5
9	3	2023	8.4	23.6	7.1	5.2
10	3	2023	18.4	38.5	0.8	5.3
11	3	2023	16.3	28.9	2.6	4.4
12	3	2023	7.5	13.6	3.4	5.9
13	3	2023	13.9	21.1	3.8	3.1
14	3	2023	18.6	25.1	6.7	4.3
15	3	2023	19.6	35.0	5.5	4.7
16	3	2023	12.5	29.4	5.1	5.7
17	3	2023	5.0	23.2	6.1	5.4
18	3	2023	12.0	20.7	7.9	5.4
19	3	2023	8.6	38.4	2.7	5.8
20	3	2023	5.9	20.1	4.4	3.9
21	3	2023	10.3	33.5	9.7	5.6
22	3	2023	8.0	13.6	1.5	4.0
23	3	2023	16.6	23.8	5.6	5.4
24	3	2023	12.8	33.9	2.5	5.0
25	3	2023	16.1	32.1	7.2	3.1
26	3	2023	15.0	36.5	8.3	4.7
27	3	2023	17.9	36.0	7.9	5.1
28	3	2023	9.4	32.4	4.5	5.5
29	3	2023	12.8	24.9	6.7	5.0
30	3	2023	14.3	20.2	9.9	3.3
31	3	2023	16.6	26.5	7.2	4.9
1	4	2023	8.5	31.2	4.2	4.1
2	4	2023	18.4	33.6	1.2	3.4
3	4	2023	16.8	32.3	7.3	3.7
4	4	2023	8.7	36.8	8.2	3.4
5	4	2023	10.5	33.2	9.9	3.4
6	4	2023	17.0	36.2	10.0	3.3
7	4	2023	7.6	26.5	3.6	3.3
8	4	2023	6.8	20.3	9.0	4.9
9	4	2023	10.7	21.4	3.0	3.6
10	4	2023	17.6	23.4	0.5	4.9
11	4	2023	9.1	15.9	2.1	4.9
12	4	2023	16.5	25.2	9.9	5.2
13	4	2023	5.6	22.2	3.9	3.3
14	4	2023	19.9	37.2	4.6	3.2
15	4	2023	5.8	32.4	9.1	4.7
16	4	2023	18.9	33.6	7.0	3.6
17	4	2023	10.9	28.3	0.1	5.7
18	4	2023	19.0	38.5	3.3	3.3
19	4	2023	13.4	27.6	6.2	3.9
20	4	2023	15.8	38.6	5.6	4.5
21	4	2023	6.1	12.7	0.0	4.0
22	4	2023	11.9	19.2	7.7	4.1
23	4	2023	6.4	20.3	5.9	4.0
24	4	2023	17.6	32.8	2.6	5.0
25	4	2023	19.4	29.6	4.9	5.6
26	4	2023	9.2	33.9	8.3	4.8
27	4	2023	14.3	33.0	4.7	5.3
28	4	2023	11.5	25.2	3.3	5.3
29	4	2023	12.5	19.7	8.6	5.1
30	4	2023	15.9	24.3	1.4	5.8
1	5	2023	5.1	31.5	9.0	5.6
2	5	2023	7.8	24.3	3.1	5.7
3	5	2023	14.0	19.8	8.1	3.4
4	5	2023	8.5	24.9	10.0	5.4
5	5	2023	16.8	28.1	3.0	4.9
6	5	2023	6.0	36.1	10.0	4.6
7	5	2023	15.0	33.0	5.4	4.1
8	5	2023	13.6	36.4	5.2	4.5
9	5	2023	15.4	29.1	3.3	4.6
10	5	2023	12.4	26.0	7.5	6.0
11	5	2023	17.4	32.1	4.4	3.2
12	5	2023	6.3	18.7	7.0	3.0
13	5	2023	19.2	33.3	2.3	5.4
14	5	2023	13.3	30.5	6.9	4.5
15	5	2023	8.6	32.4	7.9	3.5
16	5	2023	12.3	19.5	7.4	3.2
17	5	2023	13.7	37.2	7.1	4.0
18	5	2023	10.5	17.0	4.3	3.4
19	5	2023	9.2	25.4	6.3	3.7
20	5	2023	15.5	24.9	6.4	5.4
21	5	2023	17.0	22.4	4.8	4.4
22	5	2023	6.9	15.6	4.6	4.6
23	5	2023	13.7	26.6	2.5	5.6
24	5	2023	17.8	25.4	3.8	4.0
25	5	2023	14.8	21.3	0.6	3.2
26	5	2023	5.3	15.7	7.1	4.0
27	5	2023	7.2	26.3	5.7	5.6
28	5	2023	13.2	31.6	7.1	3.3
29	5	2023	6.4	31.2	2.2	3.7
30	5	2023	12.6	28.7	9.3	4.8
31	5	2023	9.6	22.5	4.1	3.7
1	6	2023	11.5	25.6	3.1	5.1
2	6	2023	11.9	38.6	9.2	5.7
3	6	2023	13.9	19.3	8.3	5.9
4	6	2023	18.5	36.3	2.2	4.8
5	6	2023	6.5	16.9	9.0	3.6
6	6	2023	7.7	29.1	9.8	5.0
7	6	2023	18.0	28.1	0.1	5.2
8	6	2023	9.2	18.8	4.9	3.4
9	6	2023	11.4	16.7	7.7	4.0
10	6	2023	18.6	30.4	4.3	4.5
11	6	2023	7.9	36.4	1.3	3.7
12	6	2023	5.3	23.2	9.3	5.8
13	6	2023	15.5	23.6	6.2	5.5
14	6	2023	17.1	27.4	1.8	5.9
15	6	2023	8.5	29.4	5.6	3.6
16	6	2023	7.2	39.5	4.6	4.7
17	6	2023	18.0	32.6	9.5	3.9
18	6	2023	8.8	31.1	0.2	5.7
19	6	2023	15.5	34.2	2.0	5.2
20	6	2023	12.0	38.9	3.3	4.5
21	6	2023	15.9	33.2	2.5	5.3
22	6	2023	10.0	25.9	1.0	3.2
23	6	2023	13.8	38.5	3.8	3.5
24	6	2023	9.8	18.7	3.3	3.0
25	6	2023	10.2	36.7	0.9	4.5
26	6	2023	9.3	32.4	9.0	3.4
27	6	2023	15.3	31.4	8.7	3.6
28	6	2023	13.9	27.1	3.0	3.1
29	6	2023	7.5	23.0	6.2	4.4
30	6	2023	18.8	30.9	3.6	5.0
1	7	2023	18.9	25.7	4.8	5.7
2	7	2023	18.1	27.2	9.3	3.1
3	7	2023	10.8	36.7	2.9	3.3
4	7	2023	15.1	39.9	1.0	4.7
5	7	2023	14.7	22.0	7.8	3.3
6	7	2023	7.4	37.9	3.3	3.8
7	7	2023	16.1	32.5	8.7	4.0
8	7	2023	18.4	25.1	9.9	3.3
9	7	2023	12.2	35.2	2.9	4.5
10	7	2023	19.6	30.6	3.9	3.1
11	7	2023	16.0	37.3	5.7	4.7
12	7	2023	8.1	24.6	5.0	3.1
13	7	2023	11.6	28.6	7.2	5.1
14	7	2023	9.5	19.9	9.6	5.1
15	7	2023	16.0	28.3	9.4	5.0
16	7	2023	18.4	35.1	3.1	5.6
17	7	2023	5.4	11.1	6.3	3.8
18	7	2023	5.6	22.8	9.4	3.2
19	7	2023	6.5	33.2	3.3	5.9
20	7	2023	5.1	23.7	7.7	5.1
21	7	2023	9.5	19.1	0.3	6.0
22	7	2023	8.8	20.2	0.6	4.4
23	7	2023	18.3	32.4	3.4	4.1
24	7	2023	7.4	39.5	0.7	4.0
25	7	2023	15.3	32.8	5.4	3.5
26	7	2023	10.0	36.4	3.9	3.5
27	7	2023	14.5	21.5	2.1	5.4
28	7	2023	7.4	36.5	5.9	5.6
29	7	2023	18.6	24.2	8.1	5.8
30	7	2023	19.8	37.4	5.9	4.6
31	7	2023	11.0	24.0	5.0	5.4
1	8	2023	5.8	34.8	3.7	5.6
2	8	2023	8.1	30.9	6.8	5.3
3	8	2023	18.0	37.0	4.5	3.8
4	8	2023	6.5	30.2	4.3	3.1
5	8	2023	12.8	19.4	6.2	3.5
6	8	2023	12.7	23.3	1.9	4.3
7	8	2023	16.0	26.6	0.6	4.1
8	8	2023	16.0	25.7	3.6	5.2
9	8	2023	11.6	16.7	9.1	4.6
10	8	2023	12.7	29.9	9.4	5.6
11	8	2023	16.4	21.9	9.2	5.9
12	8	2023	15.7	40.0	1.6	3.4
13	8	2023	12.6	33.0	9.9	5.4
14	8	2023	14.2	20.5	0.5	3.5
15	8	2023	16.5	37.4	7.0	5.1
16	8	2023	17.4	28.7	8.7	4.5
17	8	2023	9.4	35.6	8.8	3.9
18	8	2023	5.1	22.7	5.4	3.3
19	8	2023	5.2	22.8	5.7	3.6
20	8	2023	11.3	27.6	5.7	5.9
21	8	2023	5.3	14.8	1.0	4.7
22	8	2023	8.5	24.1	7.8	5.5
23	8	2023	10.0	18.5	3.4	5.7
24	8	2023	12.3	32.9	1.7	4.1
25	8	2023	13.1	18.6	6.7	5.4
26	8	2023	15.8	21.9	1.8	5.7
27	8	2023	10.0	30.9	9.7	4.5
28	8	2023	5.3	36.4	5.5	4.9
29	8	2023	10.3	29.8	1.1	4.5
30	8	2023	18.5	27.5	9.1	3.6
31	8	2023	11.6	22.9	5.1	3.6
1	9	2023	6.0	16.2	7.3	5.8
2	9	2023	7.9	15.2	5.3	3.8
3	9	2023	8.1	38.2	0.2	4.4
4	9	2023	9.0	25.3	8.1	3.8
5	9	2023	9.1	22.7	0.6	3.5
6	9	2023	19.7	33.3	1.7	3.4
7	9	2023	9.9	32.7	1.0	4.3
8	9	2023	15.5	20.6	6.7	5.7
9	9	2023	16.3	31.7	4.2	3.8
10	9	2023	8.1	19.6	5.5	3.9
11	9	2023	17.7	37.0	8.1	4.9
12	9	2023	12.5	25.2	0.4	5.9
13	9	2023	12.6	26.7	2.2	3.6
14	9	2023	18.3	33.3	9.6	5.3
15	9	2023	9.8	24.3	6.4	4.5
16	9	2023	16.5	22.3	8.0	3.2
17	9	2023	10.6	36.1	9.5	3.7
18	9	2023	17.2	25.2	2.6	3.8
19	9	2023	14.7	36.5	1.4	5.5
20	9	2023	16.6	25.2	5.4	3.3
21	9	2023	19.2	31.0	8.0	5.4
22	9	2023	15.2	33.6	2.3	4.6
23	9	2023	18.0	28.7	7.1	4.8
24	9	2023	11.5	35.6	2.2	3.4
25	9	2023	5.1	35.0	5.6	4.1
26	9	2023	12.6	24.0	5.3	3.7
27	9	2023	12.2	22.6	1.1	5.6
28	9	2023	9.3	31.7	8.0	3.5
29	9	2023	17.4	25.9	9.4	4.0
30	9	2023	15.4	34.0	6.1	4.5
1	10	2023	17.1	28.7	4.2	3.9
2	10	2023	14.5	26.1	5.2	5.9
3	10	2023	8.1	36.1	4.4	4.9
4	10	2023	18.4	33.0	1.8	4.2
5	10	2023	9.2	36.9	8.9	4.1
6	10	2023	17.9	38.6	1.4	5.8
7	10	2023	12.0	36.4	6.7	5.0
8	10	2023	12.5	22.2	7.5	5.6
9	10	2023	6.4	35.3	4.8	4.2
10	10	2023	14.6	38.0	0.3	5.1
11	10	2023	12.5	38.1	3.9	4.0
12	10	2023	6.6	16.3	2.9	5.6
13	10	2023	16.2	23.2	7.6	3.7
14	10	2023	19.3	27.0	5.1	5.5
15	10	2023	11.0	37.5	1.5	4.5
16	10	2023	10.9	35.4	0.3	3.5
17	10	2023	5.8	21.4	3.9	5.3
18	10	2023	18.0	32.4	8.8	3.4
19	10	2023	8.9	17.3	2.3	5.2
20	10	2023	6.4	34.9	5.1	4.9
21	10	2023	13.2	28.7	9.1	4.1
22	10	2023	14.4	35.3	1.1	3.1
23	10	2023	8.0	33.0	2.2	4.4
24	10	2023	17.1	24.4	3.5	3.2
25	10	2023	19.9	34.5	2.1	5.8
26	10	2023	10.0	28.7	5.2	4.7
27	10	2023	13.2	22.6	4.0	5.6
28	10	2023	6.5	24.0	5.5	3.7
29	10	2023	7.6	37.8	8.4	3.8
30	10	2023	18.5	24.6	9.4	4.8
31	10	2023	11.5	37.0	5.9	3.2
1	11	2023	17.3	25.5	9.1	4.6
2	11	2023	15.8	32.3	5.8	5.4
3	11	2023	16.8	30.0	6.2	5.6
4	11	2023	10.8	17.6	0.5	4.2
5	11	2023	6.8	33.2	0.3	3.3
6	11	2023	11.1	39.7	2.4	5.8
7	11	2023	10.1	28.0	5.5	5.8
8	11	2023	14.8	32.8	7.7	3.4
9	11	2023	10.9	39.1	7.7	5.0
10	11	2023	14.1	29.3	8.2	5.2
11	11	2023	10.8	18.9	7.2	3.5
12	11	2023	19.5	30.3	5.9	3.0
13	11	2023	18.8	32.9	2.8	4.4
14	11	2023	10.2	21.3	7.3	4.0
15	11	2023	10.9	24.7	2.9	4.5
16	11	2023	8.2	25.7	8.9	4.4
17	11	2023	16.1	40.0	7.7	5.2
18	11	2023	12.3	18.3	7.2	4.9
19	11	2023	17.4	36.5	4.5	4.8
20	11	2023	10.0	23.2	1.1	5.5
21	11	2023	14.2	29.2	0.8	4.8
22	11	2023	13.1	19.1	9.8	5.0
23	11	2023	18.8	28.1	5.9	5.6
24	11	2023	15.5	22.4	8.1	5.7
25	11	2023	18.5	37.2	3.5	5.6
26	11	2023	18.9	26.3	8.3	3.2
27	11	2023	18.4	25.8	4.0	3.1
28	11	2023	12.1	35.7	5.8	5.7
29	11	2023	15.2	29.4	0.4	4.1
30	11	2023	17.0	37.0	4.5	3.1
1	12	2023	6.1	38.0	5.8	4.6
2	12	2023	19.2	25.6	8.5	5.4
3	12	2023	14.2	27.9	0.7	3.5
4	12	2023	12.0	20.4	8.2	4.3
5	12	2023	19.3	26.8	0.1	5.4
6	12	2023	16.8	22.7	2.3	5.8
7	12	2023	8.1	29.8	6.3	5.8
8	12	2023	17.6	33.7	4.0	4.4
9	12	2023	5.6	15.3	5.2	3.3
10	12	2023	15.0	33.7	1.1	3.7
11	12	2023	11.1	31.1	4.9	3.6
12	12	2023	6.8	20.7	4.0	4.6
13	12	2023	5.3	28.8	8.9	3.9
14	12	2023	19.2	35.3	7.7	5.3
15	12	2023	6.8	13.0	9.8	4.8
16	12	2023	8.9	17.7	5.5	4.7
17	12	2023	10.3	30.2	5.5	4.1
18	12	2023	16.5	31.0	8.6	4.7
19	12	2023	18.0	26.6	2.1	5.1
20	12	2023	5.6	25.0	7.5	4.5
21	12	2023	11.2	34.0	0.4	4.6
22	12	2023	9.0	37.7	2.3	4.7
23	12	2023	8.4	19.9	8.6	4.5
24	12	2023	9.9	29.3	0.7	4.1
25	12	2023	6.5	27.7	3.2	4.9
